Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202332100006,JVLVP,2023/2024,,2023-11-16,097,08,1,,,DR,5919624619.86,JML,2,202332000130884,
202332100007,ADEPT,2023/2024,,2023-11-16,014,08,1,,0140847,DR,300.00,COK,1,202332000130875,
202332100008,ADEPT,2023/2024,,2023-11-16,014,08,1,,0147004,DR,1925.66,COK,3,202332000130876,
202332100009,ADEPT,2023/2024,,2023-11-16,014,08,1,,0147005,DR,1732.05,COK,1,202332000130877,
202332100010,ADEPT,2023/2024,,2023-11-16,014,08,1,,0147011,DR,1208.91,COK,2,202332000130878,
202332100011,ADEPT,2023/2024,,2023-11-16,014,08,1,,0147025,DR,424.11,COK,1,202332000130879,
202332100012,ADEPT,2023/2024,,2023-11-16,014,08,1,,0147027,DR,1745.22,COK,3,202332000130880,
202332100013,ADEPT,2023/2024,,2023-11-16,014,08,1,,0148455,DR,676.00,COK,1,202332000130881,
202332100014,ADEPT,2023/2024,,2023-11-16,122,08,1,,1220380,DR,390.15,COK,1,202332000130891,
202332100015,ADEPT,2023/2024,,2023-11-16,122,08,1,,1220382,DR,3671.49,COK,1,202332000130892,
202332100016,ADEPT,2023/2024,,2023-11-16,122,08,1,,1220581,DR,243.26,COK,3,202332000130893,
202332100017,ADEPT,2023/2024,,2023-11-16,122,08,1,,1220582,DR,79.85,COK,1,202332000130894,
202332100018,ADEPT,2023/2024,,2023-11-16,122,08,1,,1220583,DR,258.24,COK,1,202332000130895,
202332100019,ADEPT,2023/2024,,2023-11-16,122,08,1,,1221491,DR,306.00,COK,1,202332000130896,
202332100020,ADEPT,2023/2024,,2023-11-16,122,08,1,,1221494,DR,758.00,COK,4,202332000130897,
202332100021,ADEPT,2023/2024,,2023-11-16,122,08,1,,1221560,DR,3360.32,COK,1,202332000130898,
202332100022,ADEPT,2023/2024,,2023-11-16,122,08,1,,1221570,DR,163.75,COK,1,202332000130899,
202332100023,ADEPT,2023/2024,,2023-11-16,122,08,1,,1221585,DR,162.42,COK,2,202332000130900,
202332100024,ADEPT,2023/2024,,2023-11-16,122,08,1,,1221595,DR,157.50,COK,1,202332000130901,
202332100025,ADEPT,2023/2024,,2023-11-16,122,08,1,,1221887,DR,154.24,COK,1,202332000130902,
202332100026,ADEPT,2023/2024,,2023-11-16,122,08,1,,1222492,DR,163.04,COK,1,202332000130903,
202332100027,ADEPT,2023/2024,,2023-11-16,122,08,1,,1222509,DR,1150.51,COK,1,202332000130904,
202332100028,ADEPT,2023/2024,,2023-11-16,122,08,1,,1223822,DR,835.62,COK,1,202332000130905,
202332100029,ADEPT,2023/2024,,2023-11-16,122,08,1,,1224394,DR,193.00,COK,1,202332000130906,
202332100030,ADEPT,2023/2024,,2023-11-16,122,08,1,,1224395,DR,398.25,COK,2,202332000130907,
202332100031,ADEPT,2023/2024,,2023-11-16,122,08,1,,1224396,DR,93.25,COK,1,202332000130908,
202332100032,ADEPT,2023/2024,,2023-11-16,122,08,1,,1228800,DR,100.00,COK,1,202332000130909,
202332100033,DOMFR,2023/2024,,2023-11-16,014,08,1,,0148455,CR,2363.00,COK,4,202332000130881,
202332100034,DOMFR,2023/2024,,2023-11-16,014,08,1,,0148460,CR,1792.00,COK,2,202332000130882,
202332100035,DOMFR,2023/2024,,2023-11-16,122,08,1,,1224394,CR,132.00,COK,1,202332000130906,
202332100036,JVEFI,2023/2024,,2023-11-17,005,08,1,,0050054,DR,579.32,CMC,1,202332100130910,
202332100037,JVEFI,2023/2024,,2023-11-17,035,08,1,,0350000,CR,12310.77,CMC,2,202332100130920,
202332100038,JVEFI,2023/2024,,2023-11-17,018,08,1,,0180045,DR,3894.00,CMC,1,202332100130912,
202332100039,JVEFI,2023/2024,,2023-11-17,018,08,1,,0180100,DR,6437.83,CMC,2,202332100130913,
202332100040,JVEFI,2023/2024,,2023-11-17,018,08,1,,0180125,CR,428.18,CMC,2,202332100130914,
202332100041,JVEFI,2023/2024,,2023-11-17,018,08,1,,0181941,DR,883.85,CMC,1,202332100130915,
202332100042,JVEFI,2023/2024,,2023-11-17,018,08,1,,0182184,DR,8239.19,CMC,6,202332100130916,
202332100043,JVEFI,2023/2024,,2023-11-17,018,08,1,,0182282,DR,1534.48,CMC,1,202332100130917,
202332100044,JVEFI,2023/2024,,2023-11-17,018,08,1,,0189518,DR,6471.79,CMC,3,202332100130918,
202332100045,JVEFI,2023/2024,,2023-11-17,030,08,1,,0301612,DR,901.08,CMC,1,202332100130919,
202332100046,JVEFI,2023/2024,,2023-11-17,005,08,1,,0050054,DR,660.34,CMC,1,202332100130910,
202332100047,JVEFI,2023/2024,,2023-11-17,018,08,1,,0182184,CR,2612.16,CMC,1,202332100130916,
202332100048,JVFID,2023/2024,,2023-11-17,097,08,1,,,DR,843.60,JMU,1,202332100130922,
202332100049,JVFIR,2023/2024,,2023-11-17,097,08,1,,,DR,3684955.88,JMT,1,202332100130921,
202332100050,JVFIR,2023/2024,,2023-11-17,097,08,1,,,DR,8324881.16,JMT,1,202332100130921,
202332100051,JVFIR,2023/2024,,2023-11-17,097,08,1,,,DR,9196062.37,JMT,1,202332100130921,
202332100052,JVFRD,2023/2024,,2023-11-16,097,08,1,,,DR,5139.01,JMV,1,202332000130886,
202332100053,JVIVI,2023/2024,,2023-11-17,006,08,1,,0060000,DR,10202.15,CMD,3,202332100130911,
202332100054,JVIVR,2023/2024,,2023-11-16,006,08,1,,0060000,CR,5.78,CMF,1,202332000130872,
202332100055,JVRFI,2023/2024,,2023-11-16,097,08,1,,,DR,466.98,JMW,1,202332000130887,
202332100056,RGEPA,2023/2024,,2023-11-16,097,08,1,,,DR,495735341.33,JMZ,1,202332000130889,
202332400000,EPAYR,2023/2024,,2023-11-17,097,08,1,,,DR,1516289.06,JMR,18,202332100130928,
202332400001,JVBDP,2023/2024,,2023-11-17,097,08,1,,,DR,8279843850.22,JMY,74,202332100130930,
202332400002,JVRDI,2023/2024,,2023-11-17,006,08,1,,0060000,DR,325052711.34,CMI,15,202332100130924,
202332400003,JVRGI,2023/2024,,2023-11-17,097,08,1,,,DR,926090244.20,JMG,65,202332100130926,
202332400004,RDBOA,2023/2024,,2023-11-17,097,08,1,,,DR,21230352.33,JND,3,202332100130932,
202332400005,JVLVP,2023/2024,,2023-11-17,097,08,1,,,DR,348522087.37,JML,1,202332100130927,
202332400006,AFDEP,2023/2024,,2023-11-17,014,08,1,,0147012,DR,78.31,COL,1,202332100130925,
202332400007,DOMFR,2023/2024,,2023-11-17,122,08,1,,1221887,CR,588.07,COK,1,202332100130933,
202332400008,JVEFI,2023/2024,,2023-11-20,005,08,1,,0050054,DR,828.51,CMC,1,202332400130934,
202332400009,JVEFI,2023/2024,,2023-11-20,054,08,1,,0540001,CR,600.95,CMC,1,202332400130940,
202332400010,JVEFI,2023/2024,,2023-11-20,005,08,1,,0050054,DR,1388.72,CMC,2,202332400130934,
202332400011,JVEFI,2023/2024,,2023-11-20,018,08,1,,0182182,CR,102648.59,CMC,1,202332400130936,
202332400012,JVEFI,2023/2024,,2023-11-20,018,08,1,,0183371,DR,505.11,CMC,1,202332400130937,
202332400013,JVEFI,2023/2024,,2023-11-20,018,08,1,,0189518,DR,2081.46,CMC,1,202332400130938,
202332400014,JVEFI,2023/2024,,2023-11-20,005,08,1,,0050054,DR,4454.67,CMC,4,202332400130934,
202332400015,JVEFI,2023/2024,,2023-11-20,030,08,1,,0301612,DR,1885.99,CMC,2,202332400130939,
202332400016,JVFID,2023/2024,,2023-11-20,097,08,1,,,DR,32828.46,JMU,1,202332400130942,
202332400017,JVFIR,2023/2024,,2023-11-20,097,08,1,,,DR,3666526.33,JMT,1,202332400130941,
202332400018,JVFIR,2023/2024,,2023-11-20,097,08,1,,,DR,13614125.25,JMT,1,202332400130941,
202332400019,JVFIR,2023/2024,,2023-11-20,097,08,1,,,DR,2717041.84,JMT,1,202332400130941,
202332400020,JVFRD,2023/2024,,2023-11-17,097,08,1,,,DR,1676.47,JMV,1,202332100130929,
202332400021,JVIVI,2023/2024,,2023-11-20,006,08,1,,0060000,DR,3834.70,CMD,3,202332400130935,
202332400022,JVIVR,2023/2024,,2023-11-17,006,08,1,,0060000,CR,3.15,CMF,1,202332100130923,
202332400023,RGEPA,2023/2024,,2023-11-17,097,08,1,,,DR,695736036.26,JMZ,1,202332100130931,
202332500000,EPAYR,2023/2024,,2023-11-20,097,08,1,,,DR,1677828.73,JMR,13,202332400130960,
202332500001,JVBDP,2023/2024,,2023-11-20,097,08,1,,,DR,2901943673.71,JMY,63,202332400130962,
202332500002,JVBRT,2023/2024,,2023-11-20,006,08,1,,0060000,DR,608000000.00,CMT,1,202332400130945,
202332500003,JVRDI,2023/2024,,2023-11-20,006,08,1,,0060000,DR,88735.48,CMI,19,202332400130944,
202332500004,JVRGI,2023/2024,,2023-11-20,097,08,1,,,DR,2874335861.86,JMG,67,202332400130958,
202332500005,RDBOA,2023/2024,,2023-11-20,097,08,1,,,DR,19909423.04,JND,3,202332400130964,
202332500006,JVLVP,2023/2024,,2023-11-20,097,08,1,,,DR,5429857538.89,JML,2,202332400130959,
202332500007,ADEPT,2023/2024,,2023-11-20,014,08,1,,0147005,DR,3812.95,COK,2,202332400130946,
202332500008,ADEPT,2023/2024,,2023-11-20,014,08,1,,0147006,DR,3373.95,COK,3,202332400130947,
202332500009,ADEPT,2023/2024,,2023-11-20,014,08,1,,0147007,DR,3371.87,COK,7,202332400130948,
202332500010,ADEPT,2023/2024,,2023-11-20,014,08,1,,0147010,DR,1851.79,COK,5,202332400130949,
202332500011,ADEPT,2023/2024,,2023-11-20,014,08,1,,0147025,DR,731.51,COK,2,202332400130950,
202332500012,ADEPT,2023/2024,,2023-11-20,014,08,1,,0147027,DR,2500.00,COK,1,202332400130951,
202332500013,ADEPT,2023/2024,,2023-11-20,014,08,1,,0148455,DR,137.00,COK,1,202332400130953,
202332500014,ADEPT,2023/2024,,2023-11-20,014,08,1,,0148460,DR,4838.00,COK,3,202332400130954,
202332500015,ADEPT,2023/2024,,2023-11-20,014,08,1,,0148477,DR,609.00,COK,1,202332400130955,
202332500016,ADEPT,2023/2024,,2023-11-20,014,08,1,,0148488,DR,970.00,COK,1,202332400130956,
202332500017,ADEPT,2023/2024,,2023-11-20,122,08,1,,1220386,DR,500.00,COK,1,202332400130965,
202332500018,ADEPT,2023/2024,,2023-11-20,122,08,1,,1220581,DR,513.94,COK,8,202332400130966,
202332500019,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221490,DR,125.75,COK,1,202332400130967,
202332500020,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221493,DR,2345.93,COK,1,202332400130968,
202332500021,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221494,DR,626.47,COK,7,202332400130969,
202332500022,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221497,DR,345.00,COK,2,202332400130970,
202332500023,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221500,DR,519.64,COK,3,202332400130971,
202332500024,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221569,DR,238.00,COK,1,202332400130972,
202332500025,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221585,DR,595.45,COK,4,202332400130973,
202332500026,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221586,DR,88.25,COK,1,202332400130974,
202332500027,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221587,DR,659.87,COK,2,202332400130975,
202332500028,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221596,DR,498.26,COK,1,202332400130976,
202332500029,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221887,DR,1919.61,COK,8,202332400130977,
202332500030,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221951,DR,4000.00,COK,2,202332400130978,
202332500031,ADEPT,2023/2024,,2023-11-20,122,08,1,,1221953,DR,1250.00,COK,1,202332400130979,
202332500032,ADEPT,2023/2024,,2023-11-20,122,08,1,,1222490,DR,3604.53,COK,2,202332400130980,
202332500033,ADEPT,2023/2024,,2023-11-20,122,08,1,,1222509,DR,5343.51,COK,5,202332400130981,
202332500034,ADEPT,2023/2024,,2023-11-20,122,08,1,,1223703,DR,197.59,COK,1,202332400130982,
202332500035,ADEPT,2023/2024,,2023-11-20,122,08,1,,1223822,DR,4396.66,COK,1,202332400130983,
202332500036,ADEPT,2023/2024,,2023-11-20,122,08,1,,1224390,DR,925.00,COK,1,202332400130984,
202332500037,ADEPT,2023/2024,,2023-11-20,122,08,1,,1224391,DR,617.00,COK,2,202332400130985,
202332500038,ADEPT,2023/2024,,2023-11-20,122,08,1,,1224394,DR,705.50,COK,5,202332400130986,
202332500039,ADEPT,2023/2024,,2023-11-20,122,08,1,,1224752,DR,1002.09,COK,1,202332400130987,
202332500040,ADEPT,2023/2024,,2023-11-20,122,08,1,,1224794,DR,219.00,COK,1,202332400130988,
202332500041,ADEPT,2023/2024,,2023-11-20,122,08,1,,1228193,DR,787.34,COK,2,202332400130989,
202332500042,ADEPT,2023/2024,,2023-11-20,122,08,1,,1228199,DR,175.17,COK,1,202332400130990,
202332500043,AFDEP,2023/2024,,2023-11-20,014,08,1,,0147031,DR,336.60,COL,1,202332400130952,
202332500044,JVEFI,2023/2024,,2023-11-21,018,08,1,,0182182,CR,2586.52,CMC,1,202332500131003,
202332500045,JVEFI,2023/2024,,2023-11-21,005,08,1,,0050050,DR,1819.49,CMC,1,202332500130991,
202332500046,JVEFI,2023/2024,,2023-11-21,005,08,1,,0050054,DR,5603.25,CMC,6,202332500130992,
202332500047,JVEFI,2023/2024,,2023-11-21,041,08,1,,0410900,CR,709.90,CMC,1,202332500131004,
202332500048,JVEFI,2023/2024,,2023-11-21,163,08,1,,1634019,CR,1453.73,CMC,1,202332500131033,
202332500049,JVEFR,2023/2024,,2023-11-20,018,08,1,,0180159,CR,851.49,CME,1,202332400130957,
202332500050,JVFID,2023/2024,,2023-11-21,097,08,1,,,DR,1144.23,JMU,1,202332500131009,
202332500051,JVFIR,2023/2024,,2023-11-21,097,08,1,,,DR,5430498.54,JMT,1,202332500131008,
202332500052,JVFIR,2023/2024,,2023-11-21,097,08,1,,,DR,6097936.19,JMT,1,202332500131008,
202332500053,JVFIR,2023/2024,,2023-11-21,097,08,1,,,DR,2885630.88,JMT,1,202332500131008,
202332500054,JVIVI,2023/2024,,2023-11-21,006,08,1,,0060000,DR,10921.96,CMD,3,202332500130993,
202332500055,JVIVR,2023/2024,,2023-11-20,006,08,1,,0060000,CR,29.99,CMF,1,202332400130943,
202332500056,JVRFI,2023/2024,,2023-11-20,097,08,1,,,DR,128.93,JMW,1,202332400130961,
202332600000,EPAYR,2023/2024,,2023-11-21,097,08,1,,,DR,2758875.95,JMR,14,202332500131007,
202332600001,JVBDP,2023/2024,,2023-11-21,097,08,1,,,DR,1201065920.69,JMY,66,202332500131011,
202332600002,JVBRT,2023/2024,,2023-11-21,006,08,1,,0060000,DR,58740000.00,CMT,1,202332500130995,
202332600003,JVRDI,2023/2024,,2023-11-21,006,08,1,,0060000,DR,174764.70,CMI,21,202332500130994,
202332600004,JVRGI,2023/2024,,2023-11-21,097,08,1,,,DR,1106423511.51,JMG,57,202332500131005,
202332600005,RDBOA,2023/2024,,2023-11-21,097,08,1,,,DR,14427660.16,JND,3,202332500131012,
202332600006,JVLVP,2023/2024,,2023-11-21,097,08,1,,,DR,1944113412.37,JML,2,202332500131006,
202332600007,ADEPT,2023/2024,,2023-11-21,014,08,1,,0147004,DR,1507.05,COK,1,202332500130996,
202332600008,ADEPT,2023/2024,,2023-11-21,014,08,1,,0147006,DR,1138.73,COK,1,202332500130997,
202332600009,ADEPT,2023/2024,,2023-11-21,014,08,1,,0147007,DR,380.68,COK,1,202332500130998,
202332600010,ADEPT,2023/2024,,2023-11-21,014,08,1,,0147025,DR,12.68,COK,1,202332500130999,
202332600011,ADEPT,2023/2024,,2023-11-21,014,08,1,,0147026,DR,607.26,COK,1,202332500131000,
202332600012,ADEPT,2023/2024,,2023-11-21,014,08,1,,0148460,DR,1719.00,COK,1,202332500131001,
202332600013,ADEPT,2023/2024,,2023-11-21,014,08,1,,0148488,DR,654.00,COK,2,202332500131002,
202332600014,ADEPT,2023/2024,,2023-11-21,122,08,1,,1220382,DR,2118.22,COK,3,202332500131013,
202332600015,ADEPT,2023/2024,,2023-11-21,122,08,1,,1220581,DR,500.54,COK,8,202332500131014,
202332600016,ADEPT,2023/2024,,2023-11-21,122,08,1,,1220691,DR,226.25,COK,1,202332500131015,
202332600017,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221493,DR,299.00,COK,1,202332500131016,
202332600018,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221494,DR,1587.69,COK,10,202332500131017,
202332600019,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221497,DR,1355.77,COK,3,202332500131018,
202332600020,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221500,DR,314.75,COK,1,202332500131019,
202332600021,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221560,DR,3200.00,COK,1,202332500131020,
202332600022,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221585,DR,193.00,COK,1,202332500131021,
202332600023,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221589,DR,134.12,COK,1,202332500131022,
202332600024,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221887,DR,4158.82,COK,7,202332500131023,
202332600025,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221916,DR,158.25,COK,1,202332500131024,
202332600026,ADEPT,2023/2024,,2023-11-21,122,08,1,,1221953,DR,2000.00,COK,1,202332500131025,
202332600027,ADEPT,2023/2024,,2023-11-21,122,08,1,,1222509,DR,10484.30,COK,6,202332500131026,
202332600028,ADEPT,2023/2024,,2023-11-21,122,08,1,,1224390,DR,122.00,COK,1,202332500131027,
202332600029,ADEPT,2023/2024,,2023-11-21,122,08,1,,1224391,DR,617.00,COK,1,202332500131028,
202332600030,ADEPT,2023/2024,,2023-11-21,122,08,1,,1224394,DR,551.00,COK,3,202332500131029,
202332600031,ADEPT,2023/2024,,2023-11-21,122,08,1,,1224395,DR,891.00,COK,2,202332500131030,
202332600032,ADEPT,2023/2024,,2023-11-21,122,08,1,,1228891,DR,728.74,COK,1,202332500131031,
202332600033,ADEPT,2023/2024,,2023-11-21,122,08,1,,1228893,DR,4156.41,COK,2,202332500131032,
202332600034,JVEFI,2023/2024,,2023-11-22,018,08,1,,0180152,DR,36080.30,CMC,1,202332600131036,
202332600035,JVEFI,2023/2024,,2023-11-22,018,08,1,,0182184,DR,1006.24,CMC,1,202332600131038,
202332600036,JVEFI,2023/2024,,2023-11-22,018,08,1,,0186369,CR,1027.68,CMC,1,202332600131039,
202332600037,JVEFI,2023/2024,,2023-11-22,005,08,1,,0050054,DR,1606.11,CMC,2,202332600131034,
202332600038,JVEFI,2023/2024,,2023-11-22,018,08,1,,0180153,DR,1962.15,CMC,1,202332600131037,
202332600039,JVFID,2023/2024,,2023-11-22,097,08,1,,,DR,15280.09,JMU,1,202332600131041,
202332600040,JVFIR,2023/2024,,2023-11-22,097,08,1,,,DR,6028868.17,JMT,1,202332600131040,
202332600041,JVFIR,2023/2024,,2023-11-22,097,08,1,,,DR,20339298.94,JMT,1,202332600131040,
202332600042,JVFIR,2023/2024,,2023-11-22,097,08,1,,,DR,42192945.84,JMT,1,202332600131040,
202332600043,JVFRD,2023/2024,,2023-11-21,097,08,1,,,DR,1242.30,JMV,1,202332500131010,
202332600044,JVIVI,2023/2024,,2023-11-22,006,08,1,,0060000,DR,5639.13,CMD,3,202332600131035,
202332600045,RGEPA,2023/2024,,2023-11-20,097,08,1,,,DR,2718342433.65,JMZ,1,202332400130963,
202332700000,EPAYR,2023/2024,,2023-11-22,097,08,1,,,DR,1638596.48,JMR,16,202332600131051,
202332700001,JVBDP,2023/2024,,2023-11-22,097,08,1,,,DR,2623736189.84,JMY,58,202332600131054,
202332700002,JVBRT,2023/2024,,2023-11-22,006,08,1,,0060000,DR,190545000.00,CMT,1,202332600131044,
202332700003,JVRDI,2023/2024,,2023-11-22,006,08,1,,0060000,DR,61014.55,CMI,18,202332600131043,
202332700004,JVRGI,2023/2024,,2023-11-22,097,08,1,,,DR,1768716367.77,JMG,63,202332600131049,
202332700005,RDBOA,2023/2024,,2023-11-22,097,08,1,,,DR,68606379.20,JND,3,202332600131055,
202332700006,JVLVP,2023/2024,,2023-11-22,097,08,1,,,DR,958669806.15,JML,2,202332600131050,
202332700007,ADEPT,2023/2024,,2023-11-22,014,08,1,,0148433,DR,1000.00,COK,1,202332600131046,
202332700008,ADEPT,2023/2024,,2023-11-22,014,08,1,,0148477,DR,1507.00,COK,2,202332600131047,
202332700009,ADEPT,2023/2024,,2023-11-22,014,08,1,,0148488,DR,973.00,COK,1,202332600131048,
202332700010,ADEPT,2023/2024,,2023-11-22,122,08,1,,1220380,DR,3014.67,COK,1,202332600131056,
202332700011,ADEPT,2023/2024,,2023-11-22,122,08,1,,1220382,DR,753.66,COK,1,202332600131057,
202332700012,ADEPT,2023/2024,,2023-11-22,122,08,1,,1220581,DR,167.00,COK,3,202332600131058,
202332700013,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221490,DR,54.52,COK,1,202332600131060,
202332700014,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221491,DR,153.00,COK,1,202332600131061,
202332700015,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221493,DR,1549.00,COK,2,202332600131062,
202332700016,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221494,DR,667.50,COK,6,202332600131063,
202332700017,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221497,DR,232.79,COK,1,202332600131064,
202332700018,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221500,DR,76.50,COK,1,202332600131065,
202332700019,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221569,DR,238.00,COK,1,202332600131066,
202332700020,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221570,DR,455.84,COK,2,202332600131067,
202332700021,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221585,DR,193.56,COK,1,202332600131068,
202332700022,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221887,DR,1188.78,COK,3,202332600131069,
202332700023,ADEPT,2023/2024,,2023-11-22,122,08,1,,1221890,DR,4774.69,COK,1,202332600131070,
202332700024,ADEPT,2023/2024,,2023-11-22,122,08,1,,1222509,DR,2932.71,COK,2,202332600131071,
202332700025,ADEPT,2023/2024,,2023-11-22,122,08,1,,1223721,DR,525.00,COK,1,202332600131072,
202332700026,ADEPT,2023/2024,,2023-11-22,122,08,1,,1224391,DR,193.00,COK,1,202332600131073,
202332700027,ADEPT,2023/2024,,2023-11-22,122,08,1,,1224394,DR,1174.95,COK,6,202332600131074,
202332700028,ADEPT,2023/2024,,2023-11-22,122,08,1,,1224396,DR,661.75,COK,3,202332600131075,
202332700029,ADEPT,2023/2024,,2023-11-22,122,08,1,,1224397,DR,246.00,COK,1,202332600131076,
202332700030,ADEPT,2023/2024,,2023-11-22,122,08,1,,1224797,DR,617.67,COK,3,202332600131077,
202332700031,ADEPT,2023/2024,,2023-11-22,122,08,1,,1228199,DR,217.30,COK,1,202332600131078,
202332700032,ADEPT,2023/2024,,2023-11-22,122,08,1,,1228891,DR,1004.01,COK,2,202332600131079,
202332700033,AFDEP,2023/2024,,2023-11-22,014,08,1,,0147004,DR,194.60,COL,1,202332600131045,
202332700034,DOMFR,2023/2024,,2023-11-22,122,08,1,,1220583,CR,334.64,COK,1,202332600131059,
202332700035,DOMFR,2023/2024,,2023-11-22,122,08,1,,1221491,CR,210.59,COK,1,202332600131061,
202332700036,DOMFR,2023/2024,,2023-11-22,122,08,1,,1221494,CR,76.50,COK,1,202332600131063,
202332700037,DOMFR,2023/2024,,2023-11-22,122,08,1,,1224391,CR,122.00,COK,1,202332600131073,
202332700038,DOMFR,2023/2024,,2023-11-22,122,08,1,,1224394,CR,93.25,COK,1,202332600131074,
202332700039,JVEFI,2023/2024,,2023-11-23,005,08,1,,0050050,CR,559.76,CMC,1,202332700131080,
202332700040,JVEFI,2023/2024,,2023-11-23,085,08,1,,0853921,CR,1946.50,CMC,1,202332700131091,
202332700041,JVEFI,2023/2024,,2023-11-23,018,08,1,,0180117,DR,572.48,CMC,1,202332700131083,
202332700042,JVEFI,2023/2024,,2023-11-23,018,08,1,,0181678,DR,6024.49,CMC,1,202332700131084,
202332700043,JVEFI,2023/2024,,2023-11-23,018,08,1,,0182182,DR,6131.48,CMC,1,202332700131085,
202332700044,JVEFI,2023/2024,,2023-11-23,018,08,1,,0182183,CR,1278.26,CMC,1,202332700131086,
202332700045,JVEFI,2023/2024,,2023-11-23,018,08,1,,0186369,DR,4890.50,CMC,2,202332700131087,
202332700046,JVEFI,2023/2024,,2023-11-23,018,08,1,,0186635,CR,2737.47,CMC,1,202332700131088,
202332700047,JVEFI,2023/2024,,2023-11-23,018,08,1,,0189520,DR,1090.08,CMC,1,202332700131089,
202332700048,JVEFI,2023/2024,,2023-11-23,018,08,1,,0189999,DR,548.46,CMC,1,202332700131090,
202332700049,JVEFI,2023/2024,,2023-11-23,148,08,1,,1482100,DR,37839.09,CMC,2,202332700131094,
202332700050,JVEFI,2023/2024,,2023-11-23,005,08,1,,0050054,DR,2933.77,CMC,5,202332700131081,
202332700051,JVEFI,2023/2024,,2023-11-23,018,08,1,,0186369,CR,7693.56,CMC,1,202332700131087,
202332700052,JVFID,2023/2024,,2023-11-23,097,08,1,,,DR,4172.77,JMU,1,202332700131093,
202332700053,JVFIR,2023/2024,,2023-11-23,097,08,1,,,DR,3042571.02,JMT,1,202332700131092,
202332700054,JVFIR,2023/2024,,2023-11-23,097,08,1,,,DR,163465289.21,JMT,1,202332700131092,
202332700055,JVFIR,2023/2024,,2023-11-23,097,08,1,,,DR,40764239.49,JMT,1,202332700131092,
202332700056,JVFRD,2023/2024,,2023-11-22,097,08,1,,,DR,3130.67,JMV,1,202332600131052,
202332700057,JVIVI,2023/2024,,2023-11-23,006,08,1,,0060000,DR,5102.24,CMD,3,202332700131082,
202332700058,JVIVR,2023/2024,,2023-11-22,006,08,1,,0060000,CR,720.29,CMF,1,202332600131042,
202332700059,JVRFI,2023/2024,,2023-11-22,097,08,1,,,DR,252.63,JMW,1,202332600131053,
202332800000,EPAYR,2023/2024,,2023-11-23,097,08,1,,,DR,2026515.36,JMR,14,202332700131110,
202332800001,JVBDP,2023/2024,,2023-11-23,097,08,1,,,DR,20866813744.49,JMY,67,202332700131113,
202332800002,JVRDI,2023/2024,,2023-11-23,006,08,1,,0060000,DR,23600111231.41,CMI,16,202332700131098,
202332800003,JVRGI,2023/2024,,2023-11-23,097,08,1,,,DR,1334437782.66,JMG,70,202332700131108,
202332800004,RDBOA,2023/2024,,2023-11-23,097,08,1,,,DR,207323016.76,JND,3,202332700131114,
