Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202332800005,JVLVP,2023/2024,,2023-11-23,097,08,1,,,DR,1346633411.01,JML,2,202332700131109,
202332800006,ADEPT,2023/2024,,2023-11-23,014,08,1,,0147004,DR,707.68,COK,1,202332700131099,
202332800007,ADEPT,2023/2024,,2023-11-23,014,08,1,,0147010,DR,3660.83,COK,3,202332700131100,
202332800008,ADEPT,2023/2024,,2023-11-23,014,08,1,,0147025,DR,789.52,COK,1,202332700131102,
202332800009,ADEPT,2023/2024,,2023-11-23,014,08,1,,0147030,DR,1656.01,COK,4,202332700131103,
202332800010,ADEPT,2023/2024,,2023-11-23,014,08,1,,0147036,DR,333.11,COK,1,202332700131105,
202332800011,ADEPT,2023/2024,,2023-11-23,014,08,1,,0148455,DR,2000.00,COK,1,202332700131106,
202332800012,ADEPT,2023/2024,,2023-11-23,014,08,1,,0148460,DR,1146.00,COK,1,202332700131107,
202332800013,ADEPT,2023/2024,,2023-11-23,122,08,1,,1220382,DR,708.83,COK,1,202332700131115,
202332800014,ADEPT,2023/2024,,2023-11-23,122,08,1,,1220580,DR,350.99,COK,2,202332700131116,
202332800015,ADEPT,2023/2024,,2023-11-23,122,08,1,,1220581,DR,75.33,COK,1,202332700131117,
202332800016,ADEPT,2023/2024,,2023-11-23,122,08,1,,1220582,DR,313.00,COK,1,202332700131118,
202332800017,ADEPT,2023/2024,,2023-11-23,122,08,1,,1220583,DR,324.00,COK,1,202332700131119,
202332800018,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221491,DR,218.87,COK,1,202332700131120,
202332800019,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221494,DR,305.32,COK,3,202332700131121,
202332800020,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221495,DR,99.80,COK,1,202332700131122,
202332800021,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221500,DR,76.50,COK,1,202332700131123,
202332800022,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221589,DR,207.00,COK,1,202332700131124,
202332800023,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221683,DR,1531.48,COK,1,202332700131125,
202332800024,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221691,DR,41.19,COK,1,202332700131126,
202332800025,ADEPT,2023/2024,,2023-11-23,122,08,1,,1221693,DR,541.25,COK,1,202332700131127,
202332800026,ADEPT,2023/2024,,2023-11-23,122,08,1,,1222490,DR,154.00,COK,1,202332700131128,
202332800027,ADEPT,2023/2024,,2023-11-23,122,08,1,,1222509,DR,1551.53,COK,2,202332700131129,
202332800028,ADEPT,2023/2024,,2023-11-23,122,08,1,,1222590,DR,2589.85,COK,1,202332700131130,
202332800029,ADEPT,2023/2024,,2023-11-23,122,08,1,,1222844,DR,415.39,COK,1,202332700131131,
202332800030,ADEPT,2023/2024,,2023-11-23,122,08,1,,1224394,DR,914.00,COK,7,202332700131132,
202332800031,ADEPT,2023/2024,,2023-11-23,122,08,1,,1224797,DR,176.25,COK,1,202332700131133,
202332800032,AFDEP,2023/2024,,2023-11-23,014,08,1,,0147012,DR,249.75,COL,1,202332700131101,
202332800033,FORFR,2023/2024,,2023-11-23,014,08,1,,0147031,CR,661.66,COL,1,202332700131104,
202332800034,JVEFI,2023/2024,,2023-11-24,005,08,1,,0050054,DR,4470.55,CMC,2,202332800131135,
202332800035,JVEFI,2023/2024,,2023-11-24,180,08,1,,1800001,CR,908.56,CMC,1,202332800131151,
202332800036,JVEFI,2023/2024,,2023-11-24,005,08,1,,0050050,CR,67194.40,CMC,2,202332800131134,
202332800037,JVEFI,2023/2024,,2023-11-24,018,08,1,,0180100,DR,22909.90,CMC,5,202332800131137,
202332800038,JVEFI,2023/2024,,2023-11-24,018,08,1,,0180114,CR,811.70,CMC,1,202332800131138,
202332800039,JVEFI,2023/2024,,2023-11-24,018,08,1,,0181678,DR,7147.30,CMC,1,202332800131139,
202332800040,JVEFI,2023/2024,,2023-11-24,018,08,1,,0182182,CR,7312.03,CMC,3,202332800131140,
202332800041,JVEFI,2023/2024,,2023-11-24,018,08,1,,0182184,DR,25433.96,CMC,9,202332800131141,
202332800042,JVEFI,2023/2024,,2023-11-24,018,08,1,,0183214,DR,2769.60,CMC,1,202332800131142,
202332800043,JVEFI,2023/2024,,2023-11-24,018,08,1,,0183330,CR,908456.90,CMC,2,202332800131143,
202332800044,JVEFI,2023/2024,,2023-11-24,018,08,1,,0188160,CR,517.21,CMC,1,202332800131144,
202332800045,JVEFI,2023/2024,,2023-11-24,030,08,1,,0301612,DR,650.65,CMC,1,202332800131146,
202332800046,JVEFI,2023/2024,,2023-11-24,005,08,1,,0050054,DR,6236.79,CMC,3,202332800131135,
202332800047,JVEFI,2023/2024,,2023-11-24,018,08,1,,0182184,DR,701.78,CMC,1,202332800131141,
202332800048,JVEFI,2023/2024,,2023-11-24,022,08,1,,0229000,CR,1425.60,CMC,1,202332800131145,
202332800049,JVEFI,2023/2024,,2023-11-24,119,08,1,,1190001,DR,1590.28,CMC,1,202332800131149,
202332800050,JVEFI,2023/2024,,2023-11-24,165,08,1,,1651651,CR,1311.38,CMC,1,202332800131150,
202332800051,JVFID,2023/2024,,2023-11-24,097,08,1,,,DR,457378.44,JMU,1,202332800131148,
202332800052,JVFIR,2023/2024,,2023-11-24,097,08,1,,,DR,3250735.61,JMT,1,202332800131147,
202332800053,JVFIR,2023/2024,,2023-11-24,097,08,1,,,DR,86228638.29,JMT,1,202332800131147,
202332800054,JVFIR,2023/2024,,2023-11-24,097,08,1,,,DR,2580042.22,JMT,1,202332800131147,
202332800055,JVFRD,2023/2024,,2023-11-23,097,08,1,,,DR,19307.86,JMV,1,202332700131111,
202332800056,JVIVI,2023/2024,,2023-11-24,006,08,1,,0060000,CR,827.85,CMD,3,202332800131136,
202332800057,JVIVR,2023/2024,,2023-11-23,006,08,1,,0060000,CR,112.03,CMF,1,202332700131097,
202332800058,JVRFI,2023/2024,,2023-11-23,097,08,1,,,DR,178.37,JMW,1,202332700131112,
202332800059,RGEPA,2023/2024,,2023-11-21,097,08,1,,,DR,909883322.06,JMZ,1,202332500131095,
202332800060,RGEPA,2023/2024,,2023-11-22,097,08,1,,,DR,1550168547.00,JMZ,1,202332600131096,
202333100000,CADJU,2023/2024,,2023-11-27,127,08,1,8561000,1270000,CR,2536.82,COF,1,202333100131220,
202333100001,CGAGR,2023/2024,,2023-11-27,127,08,1,8861000,1270000,DR,18129.37,COH,1,202333100131221,
202333100002,EPAYR,2023/2024,,2023-11-24,097,08,1,,,DR,1452359.55,JMR,19,202332800131165,
202333100003,JVBDP,2023/2024,,2023-11-24,097,08,1,,,DR,2753017119.10,JMY,70,202332800131167,
202333100004,JVBRT,2023/2024,,2023-11-24,006,08,1,,0060000,DR,11845000.00,CMT,1,202332800131155,
202333100005,JVRDI,2023/2024,,2023-11-24,006,08,1,,0060000,DR,776153.39,CMI,18,202332800131154,
202333100006,JVRGI,2023/2024,,2023-11-24,097,08,1,,,DR,878624215.71,JMG,61,202332800131163,
202333100007,RDBOA,2023/2024,,2023-11-24,097,08,1,,,DR,91142561.30,JND,3,202332800131168,
202333100008,JVLVP,2023/2024,,2023-11-24,097,08,1,,,DR,2363238127.14,JML,2,202332800131164,
202333100009,ADEPT,2023/2024,,2023-11-24,014,08,1,,0147005,DR,960.90,COK,1,202332800131156,
202333100010,ADEPT,2023/2024,,2023-11-24,014,08,1,,0147007,DR,934.96,COK,1,202332800131157,
202333100011,ADEPT,2023/2024,,2023-11-24,014,08,1,,0147010,DR,1742.05,COK,1,202332800131158,
202333100012,ADEPT,2023/2024,,2023-11-24,014,08,1,,0147025,DR,756.63,COK,5,202332800131159,
202333100013,ADEPT,2023/2024,,2023-11-24,014,08,1,,0147030,DR,3.43,COK,1,202332800131160,
202333100014,ADEPT,2023/2024,,2023-11-24,014,08,1,,0148460,DR,823.00,COK,2,202332800131162,
202333100015,ADEPT,2023/2024,,2023-11-24,122,08,1,,1220380,DR,822.33,COK,1,202332800131169,
202333100016,ADEPT,2023/2024,,2023-11-24,122,08,1,,1220382,DR,3387.72,COK,2,202332800131170,
202333100017,ADEPT,2023/2024,,2023-11-24,122,08,1,,1220580,DR,324.00,COK,1,202332800131171,
202333100018,ADEPT,2023/2024,,2023-11-24,122,08,1,,1220581,DR,58.95,COK,1,202332800131172,
202333100019,ADEPT,2023/2024,,2023-11-24,122,08,1,,1220582,DR,98.24,COK,1,202332800131173,
202333100020,ADEPT,2023/2024,,2023-11-24,122,08,1,,1220583,DR,44.53,COK,1,202332800131174,
202333100021,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221491,DR,386.50,COK,2,202332800131175,
202333100022,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221493,DR,765.25,COK,2,202332800131176,
202333100023,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221494,DR,1034.63,COK,8,202332800131177,
202333100024,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221500,DR,558.23,COK,2,202332800131178,
202333100025,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221585,DR,532.28,COK,4,202332800131179,
202333100026,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221691,DR,152.52,COK,1,202332800131180,
202333100027,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221693,DR,331.12,COK,1,202332800131181,
202333100028,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221887,DR,1943.22,COK,9,202332800131182,
202333100029,ADEPT,2023/2024,,2023-11-24,122,08,1,,1221916,DR,173.75,COK,1,202332800131183,
202333100030,ADEPT,2023/2024,,2023-11-24,122,08,1,,1222509,DR,82.91,COK,1,202332800131184,
202333100031,ADEPT,2023/2024,,2023-11-24,122,08,1,,1224390,DR,506.00,COK,2,202332800131185,
202333100032,ADEPT,2023/2024,,2023-11-24,122,08,1,,1224391,DR,378.20,COK,2,202332800131186,
202333100033,ADEPT,2023/2024,,2023-11-24,122,08,1,,1224394,DR,1034.20,COK,8,202332800131187,
202333100034,ADEPT,2023/2024,,2023-11-24,122,08,1,,1224793,DR,206.25,COK,1,202332800131188,
202333100035,ADEPT,2023/2024,,2023-11-24,122,08,1,,1224794,DR,180.93,COK,1,202332800131189,
202333100036,ADEPT,2023/2024,,2023-11-24,122,08,1,,1228891,DR,1283.33,COK,1,202332800131190,
202333100037,AFDEP,2023/2024,,2023-11-24,014,08,1,,0147504,DR,2036.18,COL,1,202332800131161,
202333100038,DOMFR,2023/2024,,2023-11-24,122,08,1,,1220580,CR,303.92,COK,1,202332800131171,
202333100039,JVEFI,2023/2024,,2023-11-27,050,08,1,,0509000,CR,16710.75,CMC,1,202333100131200,
202333100040,JVEFI,2023/2024,,2023-11-27,001,08,1,,0013020,CR,1277.31,CMC,2,202333100131191,
202333100041,JVEFI,2023/2024,,2023-11-27,005,08,1,,0050050,CR,17793.60,CMC,4,202333100131192,
202333100042,JVEFI,2023/2024,,2023-11-27,005,08,1,,0050054,DR,4648.46,CMC,2,202333100131193,
202333100043,JVEFI,2023/2024,,2023-11-27,018,08,1,,0180152,DR,804.65,CMC,1,202333100131195,
202333100044,JVEFI,2023/2024,,2023-11-27,018,08,1,,0182184,DR,3523.45,CMC,1,202333100131197,
202333100045,JVEFI,2023/2024,,2023-11-27,018,08,1,,0183132,DR,4434.10,CMC,1,202333100131198,
202333100046,JVEFI,2023/2024,,2023-11-27,018,08,1,,0186369,CR,31065.62,CMC,14,202333100131199,
202333100047,JVEFI,2023/2024,,2023-11-27,127,08,1,,1275206,CR,1557.21,CMC,1,202333100131205,
202333100048,JVEFI,2023/2024,,2023-11-27,018,08,1,,0180153,CR,20871.65,CMC,1,202333100131196,
202333100049,JVEFI,2023/2024,,2023-11-27,050,08,1,,0509000,CR,739.47,CMC,1,202333100131200,
202333100050,JVEFI,2023/2024,,2023-11-27,061,08,1,,0610000,DR,807.79,CMC,1,202333100131201,
202333100051,JVEFI,2023/2024,,2023-11-27,086,08,1,,0860100,CR,1775.14,CMC,1,202333100131202,
202333100052,JVEFI,2023/2024,,2023-11-27,165,08,1,,1651651,CR,2698.84,CMC,2,202333100131206,
202333100053,JVFID,2023/2024,,2023-11-27,097,08,1,,,DR,36911.84,JMU,1,202333100131204,
202333100054,JVFIR,2023/2024,,2023-11-27,097,08,1,,,DR,2710262.06,JMT,1,202333100131203,
202333100055,JVFIR,2023/2024,,2023-11-27,097,08,1,,,DR,17482955.74,JMT,1,202333100131203,
202333100056,JVFIR,2023/2024,,2023-11-27,097,08,1,,,DR,5793046.96,JMT,1,202333100131203,
202333100057,JVIVI,2023/2024,,2023-11-27,006,08,1,,0060000,DR,79.86,CMD,3,202333100131194,
202333100058,JVIVR,2023/2024,,2023-11-24,006,08,1,,0060000,CR,65.13,CMF,1,202332800131153,
202333100059,JVRFI,2023/2024,,2023-11-24,097,08,1,,,DR,2063.20,JMW,1,202332800131166,
202333100060,RGEPA,2023/2024,,2023-11-23,097,08,1,,,DR,904951073.89,JMZ,1,202332700131152,
202333200000,EPAYR,2023/2024,,2023-11-27,097,08,1,,,DR,4063826.08,JMR,13,202333100131216,
202333200001,JVBDP,2023/2024,,2023-11-27,097,08,1,,,DR,2768218320.78,JMY,65,202333100131218,
202333200002,JVRDI,2023/2024,,2023-11-27,006,08,1,,0060000,DR,170681.02,CMI,17,202333100131210,
202333200003,JVRGI,2023/2024,,2023-11-27,097,08,1,,,DR,935473359.78,JMG,59,202333100131214,
202333200004,RDBOA,2023/2024,,2023-11-27,097,08,1,,,DR,25906073.48,JND,3,202333100131219,
202333200005,JVLVP,2023/2024,,2023-11-27,097,08,1,,,DR,277986707.08,JML,2,202333100131215,
202333200006,ADEPT,2023/2024,,2023-11-27,014,08,1,,0147025,DR,774.44,COK,1,202333100131211,
202333200007,AFDEP,2023/2024,,2023-11-27,014,08,1,,0147027,DR,140.63,COL,1,202333100131212,
202333200008,AFDEP,2023/2024,,2023-11-27,087,08,1,,0870015,DR,1866.14,COL,1,202333100131213,
202333200009,JVEFI,2023/2024,,2023-11-28,035,08,1,,0350000,CR,732.62,CMC,1,202333200131230,
202333200010,JVEFI,2023/2024,,2023-11-28,018,08,1,,0180100,CR,2906.34,CMC,5,202333200131225,
202333200011,JVEFI,2023/2024,,2023-11-28,018,08,1,,0180114,DR,517.29,CMC,1,202333200131226,
202333200012,JVEFI,2023/2024,,2023-11-28,018,08,1,,0180159,DR,12560.75,CMC,1,202333200131227,
202333200013,JVEFI,2023/2024,,2023-11-28,018,08,1,,0186369,CR,155383.17,CMC,7,202333200131228,
202333200014,JVEFI,2023/2024,,2023-11-28,018,08,1,,0189518,DR,519.23,CMC,1,202333200131229,
202333200015,JVEFI,2023/2024,,2023-11-28,001,08,1,,0012020,CR,2734.99,CMC,1,202333200131222,
202333200016,JVEFI,2023/2024,,2023-11-28,005,08,1,,0050054,CR,2845.87,CMC,2,202333200131223,
202333200017,JVEFI,2023/2024,,2023-11-28,041,08,1,,0410900,CR,795.23,CMC,1,202333200131231,
202333200018,JVEFI,2023/2024,,2023-11-28,086,08,1,,0860100,CR,1086.23,CMC,1,202333200131232,
202333200019,JVFID,2023/2024,,2023-11-28,097,08,1,,,DR,3156.88,JMU,1,202333200131234,
202333200020,JVFIR,2023/2024,,2023-11-28,097,08,1,,,DR,3015528.73,JMT,1,202333200131233,
202333200021,JVFIR,2023/2024,,2023-11-28,097,08,1,,,DR,19810397.83,JMT,1,202333200131233,
202333200022,JVFIR,2023/2024,,2023-11-28,097,08,1,,,DR,2142097.48,JMT,1,202333200131233,
202333200023,JVFRD,2023/2024,,2023-11-27,097,08,1,,,DR,788.53,JMV,1,202333100131217,
202333200024,JVIVI,2023/2024,,2023-11-28,006,08,1,,0060000,CR,4072.48,CMD,3,202333200131224,
202333200025,JVIVR,2023/2024,,2023-11-27,006,08,1,,0060000,DR,121.75,CMF,1,202333100131209,
202333200026,RGEPA,2023/2024,,2023-11-24,097,08,1,,,DR,578336175.69,JMZ,1,202332800131208,
202333300000,EPAYR,2023/2024,,2023-11-28,097,08,1,,,DR,12580494.99,JMR,16,202333200131247,
202333300001,JVBDP,2023/2024,,2023-11-28,097,08,1,,,DR,6698802712.86,JMY,82,202333200131249,
202333300002,JVRDI,2023/2024,,2023-11-28,006,08,1,,0060000,DR,207973.52,CMI,21,202333200131237,
202333300003,JVRGI,2023/2024,,2023-11-28,097,08,1,,,DR,12009491898.01,JMG,55,202333200131245,
202333300004,RDBOA,2023/2024,,2023-11-28,097,08,1,,,DR,24811064.38,JND,3,202333200131251,
202333300005,JVLVP,2023/2024,,2023-11-28,097,08,1,,,DR,466777020.54,JML,2,202333200131246,
202333300006,ADEPT,2023/2024,,2023-11-28,014,08,1,,0147004,DR,707.68,COK,1,202333200131238,
202333300007,ADEPT,2023/2024,,2023-11-28,014,08,1,,0147008,DR,2245.83,COK,3,202333200131239,
202333300008,ADEPT,2023/2024,,2023-11-28,014,08,1,,0147010,DR,1740.89,COK,2,202333200131240,
202333300009,ADEPT,2023/2024,,2023-11-28,014,08,1,,0147031,DR,1911.68,COK,2,202333200131241,
202333300010,ADEPT,2023/2024,,2023-11-28,014,08,1,,0147036,DR,147.83,COK,1,202333200131242,
202333300011,ADEPT,2023/2024,,2023-11-28,014,08,1,,0148460,DR,555.00,COK,1,202333200131243,
202333300012,ADEPT,2023/2024,,2023-11-28,014,08,1,,0148477,DR,2037.00,COK,1,202333200131244,
202333300013,ADEPT,2023/2024,,2023-11-28,122,08,1,,1220380,DR,5738.84,COK,1,202333200131252,
202333300014,ADEPT,2023/2024,,2023-11-28,122,08,1,,1220383,DR,1410.49,COK,1,202333200131253,
202333300015,ADEPT,2023/2024,,2023-11-28,122,08,1,,1220581,DR,120.33,COK,2,202333200131254,
202333300016,ADEPT,2023/2024,,2023-11-28,122,08,1,,1220583,DR,242.22,COK,1,202333200131255,
202333300017,ADEPT,2023/2024,,2023-11-28,122,08,1,,1220683,DR,433.50,COK,1,202333200131256,
202333300018,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221494,DR,800.59,COK,9,202333200131257,
202333300019,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221500,DR,397.76,COK,2,202333200131258,
202333300020,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221569,DR,238.00,COK,1,202333200131259,
202333300021,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221585,DR,687.27,COK,2,202333200131260,
202333300022,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221589,DR,291.51,COK,1,202333200131261,
202333300023,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221593,DR,1341.62,COK,1,202333200131262,
202333300024,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221875,DR,4538.07,COK,1,202333200131263,
202333300025,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221887,DR,3324.13,COK,8,202333200131264,
202333300026,ADEPT,2023/2024,,2023-11-28,122,08,1,,1221890,DR,1893.45,COK,3,202333200131265,
202333300027,ADEPT,2023/2024,,2023-11-28,122,08,1,,1222490,DR,150.00,COK,2,202333200131266,
202333300028,ADEPT,2023/2024,,2023-11-28,122,08,1,,1222509,DR,1938.90,COK,3,202333200131267,
202333300029,ADEPT,2023/2024,,2023-11-28,122,08,1,,1222824,DR,939.73,COK,1,202333200131268,
202333300030,ADEPT,2023/2024,,2023-11-28,122,08,1,,1223412,DR,449.64,COK,1,202333200131269,
202333300031,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224390,DR,366.00,COK,1,202333200131270,
202333300032,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224393,DR,132.00,COK,1,202333200131271,
202333300033,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224394,DR,949.50,COK,6,202333200131272,
202333300034,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224395,DR,193.00,COK,1,202333200131273,
202333300035,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224397,DR,337.25,COK,1,202333200131274,
202333300036,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224752,DR,215.76,COK,1,202333200131275,
202333300037,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224793,DR,166.00,COK,1,202333200131276,
202333300038,ADEPT,2023/2024,,2023-11-28,122,08,1,,1224794,DR,217.58,COK,1,202333200131277,
202333300039,ADEPT,2023/2024,,2023-11-28,122,08,1,,1228891,DR,482.57,COK,1,202333200131278,
202333300040,ADEPT,2023/2024,,2023-11-28,122,08,1,,1228893,DR,638.22,COK,1,202333200131279,
202333300041,DOMFR,2023/2024,,2023-11-28,122,08,1,,1224394,CR,198.00,COK,1,202333200131272,
202333300042,JVEFI,2023/2024,,2023-11-29,047,08,1,,0470470,DR,2178.13,CMC,1,202333300131291,
202333300043,JVEFI,2023/2024,,2023-11-29,005,08,1,,0050054,CR,483.44,CMC,2,202333300131281,
202333300044,JVEFI,2023/2024,,2023-11-29,018,08,1,,0180107,DR,786.86,CMC,1,202333300131284,
202333300045,JVEFI,2023/2024,,2023-11-29,018,08,1,,0180125,DR,12375.99,CMC,11,202333300131285,
202333300046,JVEFI,2023/2024,,2023-11-29,018,08,1,,0182182,CR,2430.07,CMC,1,202333300131286,
202333300047,JVEFI,2023/2024,,2023-11-29,018,08,1,,0182184,DR,824.62,CMC,1,202333300131287,
202333300048,JVEFI,2023/2024,,2023-11-29,018,08,1,,0183048,CR,3943.56,CMC,2,202333300131288,
202333300049,JVEFI,2023/2024,,2023-11-29,018,08,1,,0186369,DR,1098.57,CMC,3,202333300131289,
202333300050,JVEFI,2023/2024,,2023-11-29,030,08,1,,0301612,CR,7084.17,CMC,1,202333300131290,
202333300051,JVEFI,2023/2024,,2023-11-29,005,08,1,,0050054,CR,5674.00,CMC,1,202333300131281,
202333300052,JVEFI,2023/2024,,2023-11-29,007,08,1,,0070099,CR,537.54,CMC,1,202333300131283,
202333300053,JVEFI,2023/2024,,2023-11-29,086,08,1,,0860100,CR,1202.82,CMC,1,202333300131292,
202333300054,JVEFR,2023/2024,,2023-11-28,163,08,1,,1634019,CR,42739.95,CME,1,202333200131280,
202333300055,JVFID,2023/2024,,2023-11-29,097,08,1,,,DR,1415.28,JMU,1,202333300131294,
202333300056,JVFIR,2023/2024,,2023-11-29,097,08,1,,,DR,883204.87,JMT,1,202333300131293,
202333300057,JVFIR,2023/2024,,2023-11-29,097,08,1,,,DR,16165567.45,JMT,1,202333300131293,
202333300058,JVFIR,2023/2024,,2023-11-29,097,08,1,,,DR,2454415.98,JMT,1,202333300131293,
202333300059,JVFRD,2023/2024,,2023-11-28,097,08,1,,,DR,483563.38,JMV,1,202333200131248,
202333300060,JVIVI,2023/2024,,2023-11-29,006,08,1,,0060000,CR,2559.95,CMD,3,202333300131282,
202333300061,JVIVR,2023/2024,,2023-11-28,006,08,1,,0060000,CR,5.17,CMF,1,202333200131236,
202333300062,JVRFI,2023/2024,,2023-11-29,097,08,1,,,DR,5109.87,JMW,1,202333300131295,
202333300063,RGEPA,2023/2024,,2023-11-27,097,08,1,,,DR,740449410.22,JMZ,1,202333100131235,
202333300064,RGEPA,2023/2024,,2023-11-28,097,08,1,,,DR,11805118165.26,JMZ,1,202333200131250,
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,1,8312080,,DR,0.11,,1,,12080
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,2,836B000,0060000,CR,0.11,,1,,6B000
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,3,8312080,,DR,6756935.39,,1,,12080
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,4,836B000,0060000,CR,6756935.39,,1,,6B000
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,5,8312080,,DR,229362.05,,1,,12080
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,6,836B000,0060000,CR,229362.05,,1,,6B000
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,7,836B000,0060000,DR,36642475.33,,1,,6B000
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,8,8312080,,CR,36642475.33,,1,,12080
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,9,8312080,,DR,22806108.22,,1,,12080
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,10,836B000,0060000,CR,22806108.22,,1,,6B000
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,11,8312080,,DR,1044866.28,,1,,12080
202333400000,GCMO,2023/2024,00000087894,2023-11-30,006,08,12,836B000,0060000,CR,1044866.28,,1,,6B000
202333400001,EPAYR,2023/2024,,2023-11-29,097,08,1,,,DR,7850766.89,JMR,15,202333300131305,
202333400002,JVBDP,2023/2024,,2023-11-29,097,08,1,,,DR,3891373729.88,JMY,73,202333300131307,
202333400003,JVRDI,2023/2024,,2023-11-29,006,08,1,,0060000,DR,117692.22,CMI,12,202333300131297,
202333400004,JVRGI,2023/2024,,2023-11-29,097,08,1,,,DR,1562084417.68,JMG,56,202333300131303,
202333400005,RDBOA,2023/2024,,2023-11-29,097,08,1,,,DR,19496536.92,JND,3,202333300131308,
202333400006,JVLVP,2023/2024,,2023-11-29,097,08,1,,,DR,2072412030.85,JML,2,202333300131304,
202333400007,ADEPT,2023/2024,,2023-11-29,014,08,1,,0147027,DR,1731.47,COK,3,202333300131300,
202333400008,ADEPT,2023/2024,,2023-11-29,014,08,1,,0147029,DR,560.53,COK,1,202333300131301,
202333400009,ADEPT,2023/2024,,2023-11-29,122,08,1,,1221497,DR,114.00,COK,1,202333300131309,
202333400010,AFDEP,2023/2024,,2023-11-29,014,08,1,,0147025,DR,132.94,COL,1,202333300131298,
202333400011,DOMFR,2023/2024,,2023-11-29,014,08,1,,0147026,CR,211.29,COK,1,202333300131299,
202333400012,DOMFR,2023/2024,,2023-11-29,014,08,1,,0148455,CR,1500.00,COK,1,202333300131302,
202333400013,JVEFI,2023/2024,,2023-11-30,005,08,1,,0050050,DR,3430.61,CMC,2,202333400131310,
202333400014,JVEFI,2023/2024,,2023-11-30,163,08,1,,1634019,CR,36832.01,CMC,1,202333400131322,
202333400015,JVEFI,2023/2024,,2023-11-30,005,08,1,,0050050,CR,19914.24,CMC,6,202333400131310,
202333400016,JVEFI,2023/2024,,2023-11-30,018,08,1,,0182182,CR,4699.11,CMC,1,202333400131313,
202333400017,JVEFI,2023/2024,,2023-11-30,018,08,1,,0182183,CR,9736.49,CMC,1,202333400131314,
202333400018,JVEFI,2023/2024,,2023-11-30,018,08,1,,0188403,CR,3637.89,CMC,1,202333400131318,
202333400019,JVEFI,2023/2024,,2023-11-30,005,08,1,,0050054,CR,1664.66,CMC,4,202333400131311,
202333400020,JVEFI,2023/2024,,2023-11-30,018,08,1,,0182184,CR,2671.66,CMC,1,202333400131315,
202333400021,JVEFI,2023/2024,,2023-11-30,018,08,1,,0183132,CR,3976.41,CMC,1,202333400131316,
